Open,High,Low,Adj Close,Volume
0.1157418338671401,0.11206112871974905,0.11671233077275245,139.630005,0.1287377781661388
0.6363635617675376,0.5891089884236036,0.6180821553252043,180.259995,0.08739968850438415
0.436946746805871,0.38433835332339705,0.39736985444833994,160.470001,0.18600386569628377
0.5549557367213647,0.5425293364681971,0.547178040216479,173.539993,0.1248733126038806
0.11109912186031767,0.0580556883501,0.004383572266465796,124.949997,0.3052441659184905
0.1941265754439676,0.18215560105261042,0.18421921874482705,143.660004,0.10714476915664192
0.5670481029891565,0.5563681656579844,0.5756712544690545,177.580002,0.0766345673983101
0.4264738363266951,0.37567510977442753,0.42378084420311324,162.279999,0.02338617025924534
0.6636796265273281,0.6296129421256687,0.6670684638961177,184.820007,0.001263950997592092
0.26938030870070273,0.21624667149490007,0.25413707639496375,147.470001,0.05052788722652598
0.04243144971610513,0.049729967341355374,0.0419726104788134,132.429993,0.21317388925844724
0.36406832118111687,0.3144689485226091,0.31002738443625555,151.380005,0.14345659214442763
0.21431654455895455,0.16831676061169687,0.20000006136985826,144.229996,0.0917410586543414
0.41697259500196737,0.37241218186455716,0.40898625903667063,162.320007,0.08906116255185184
0.6665946447874767,0.6507651159726733,0.6713424361709912,185.300003,0.019617700975285264
0.7356942862547737,0.7261476289545039,0.7400548035026453,193.880005,0.04121378678857373
0.46534223282199627,0.44869480745891166,0.4706849392351278,169.600006,0.036228749285412316
0.3444180626942974,0.29995490548547554,0.2842740603844556,151.789993,0.3249344794632577
0.4737637289862753,0.4189918450710899,0.40526027576085544,162.529999,0.21056045211785637
0.5700711972553056,0.563118740224881,0.5773150242059706,177.639999,0.10411350206115086
0.2553444313751534,0.2027451848273163,0.23068502339950503,144.960007,0.06171760725584178
0.4362988090164499,0.39682711485453614,0.4289315506573055,164.179993,0.07938338390573166
0.3068452286705281,0.25888836171111196,0.2885480217004257,151.75,0.11287808534192215
0.29572453155718437,0.2385238454684795,0.25994527320967764,147.869995,0.10367844200501766
0.2308356435704284,0.17214209857584395,0.19145212777901466,141.550003,0.06919547119096306
0.749730001628266,0.7106210182966943,0.7104657975533086,189.770004,0.05510924807222858
0.4700928480859583,0.4220296941977606,0.43605477202867493,162.929993,0.2381286140906537
0.7734830995416835,0.7753149949724343,0.7781917430428253,198.449997,0.07622350641175141
0.23256316456824133,0.1878937767657265,0.21369869045599077,145.830002,0.08404658773229101
0.27186353038662725,0.21444644626985232,0.2196164324677805,144.300003,0.07877233067271852
0.7325631267794281,0.738861458017716,0.7411505951994062,194.779999,0.07595951664643155
0.6993089494933398,0.708595894306469,0.7064108937547806,191.779999,0.14451870481329032
0.6154179027612428,0.5948470066209508,0.6123834817897602,180.050003,0.06197913557812835
0.49719277163055153,0.4752474769630377,0.5004931670854555,171.160004,0.09390159027680772
0.6013820254356936,0.5528803502340629,0.5952876146080734,178.279999,0.02681865256916193
0.265925255908273,0.2528128322246661,0.26279453326507674,150.949997,0.0911244671745034
0.5463182612939455,0.5072007996400543,0.5468492840773151,174.649994,0.04513178873680589
0.17436840290320443,0.1252249240802119,0.14947951730020126,137.419998,0.08552345355226229
0.1220038397105212,0.08382085776562298,0.12175350298877241,134.820007,0.11182520308443428
0.5078816613728678,0.5081007434856823,0.5099178348556181,174.199997,0.10245202801368317
0.10084219064428224,0.059068413486545346,0.07287671769712833,134.520004,0.14710260463748176
0.8835024006639256,0.855760649838057,0.866849226652662,204.740005,0.06677894949303503
0.709457977452236,0.7072458153966943,0.7208767227820594,191.539993,0.03465404110486794
0.9145972495811732,0.8853509997019577,0.9143012997248319,207.320007,0.025779923609115456
0.7714316852267862,0.7387488342426682,0.7616438539012933,192.729996,0.03810375351601753
0.9934139496842818,0.9727722966665502,0.9816986534587333,214.669998,0.13027987222649215
0.5946878991139743,0.5518676138464913,0.5865204591162387,177.820007,0.027101103157231445
0.8302742335259912,0.7905040830900185,0.7681095739532384,196.350006,0.11062771104874089
0.4141654907957626,0.3568857512247696,0.37621924785167415,158.850006,0.11348606177114365
0.4470956128127097,0.39333928817948793,0.41468494353101804,162.5,0.05050265743543481
0.35370332475588473,0.31064361055846224,0.33457538255312125,154.050003,0.0766979495564172
0.6032174604874501,0.6306254984952184,0.6066849726378651,185.690002,0.26102864935082515
0.3098683229366772,0.27441497236892154,0.2842740603844556,150.350006,0.10714230771360864
0.3502482611666511,0.32178211316180416,0.3437808174633892,157.25,0.10306431196821292
0.7157201344508701,0.6860936415496897,0.718136996964833,189.539993,0.03204983437565189
0.5314187800231447,0.4983123197921153,0.5380821285854804,173.369995,0.028773653698348924
0.440941510226468,0.4213546491173099,0.44602740688008913,165.940002,0.0809796297128173
0.944504439284028,0.9212421153512731,0.9400547881601808,210.910004,0.05805682610458795
0.7546966069521721,0.722997324819681,0.7312876480108106,192.529999,0.03638074339271769
0.125134999185867,0.0835957902335498,0.08876709456033227,131.740005,0.09478647904727386
0.4199956892681165,0.37781284628857414,0.41468494353101804,161.360001,0.11172736072386116
0.7976678428740711,0.7734023259903611,0.7572601939636014,193.259995,0.2883051303241782
0.8013388749296415,0.7635014472886421,0.7774247074852279,194.320007,0.05239304568499805
0.6521269708877035,0.6265750929989979,0.6336437760492446,181.539993,0.05868018655276749
0.522565325332585,0.47254730789236143,0.488657540596134,169.130005,0.067123551517695
0.4452601669641494,0.410666112811219,0.44690414105940834,164.130005,0.03991660631003229
0.22435765846390665,0.1590909269904286,0.1981370697319509,142.080002,0.08001474404376938
0.6413301670914435,0.6432268838014046,0.6483286735528688,186.899994,0.05741746627669204
0.6793349596414937,0.6367012079996861,0.6732054278088986,184.919998,0.022569586532952872
0.43349169401344123,0.3909766416490372,0.4249863345215963,162.0,0.10326184277163408
0.5635932121487841,0.5126012952971757,0.4771506592870727,171.059998,0.3568070899405131
0.32627950789420734,0.2906166168560551,0.32361647928421533,153.520004,0.05006636665778496
0.6188727936016154,0.6473897443057772,0.6246575630399678,186.270004,0.058148514857577834
0.12254371229074579,0.05513045174735054,0.07594519965351876,131.089996,0.10662909684116861
