Price,Open,High,Low,Close,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-01-01 00:00:00+00:00,202.59327697753906,203.8961944580078,201.98751831054688,202.95899963378906,2963643
2015-01-02 00:00:00+00:00,203.0047149658203,204.82196044921875,202.1361083984375,202.4218292236328,7331366
2015-01-05 00:00:00+00:00,202.29611206054688,203.64476013183594,199.80455017089844,200.20457458496094,10103941
2015-01-06 00:00:00+00:00,198.86737060546875,199.55311584472656,190.1811981201172,191.11839294433594,18627980
2015-01-07 00:00:00+00:00,191.34698486328125,196.30723571777344,191.32412719726562,195.2786102294922,20720312
2015-01-08 00:00:00+00:00,196.60438537597656,197.2444305419922,192.04415893554688,192.4784698486328,19872227
2015-01-09 00:00:00+00:00,193.92996215820312,197.0386962890625,193.1527862548828,196.6501007080078,13392787
2015-01-12 00:00:00+00:00,196.69583129882812,196.81011962890625,192.3756103515625,194.36427307128906,10100113
2015-01-13 00:00:00+00:00,194.9814453125,195.42718505859375,192.12416076660156,192.7299041748047,9948711
2015-01-14 00:00:00+00:00,192.69561767578125,193.60995483398438,189.9983367919922,190.85552978515625,11380041
2015-01-15 00:00:00+00:00,192.00987243652344,199.11880493164062,192.00987243652344,197.55300903320312,16927085
2015-01-16 00:00:00+00:00,196.58152770996094,200.01028442382812,194.76429748535156,198.79879760742188,19136963
2015-01-19 00:00:00+00:00,198.9130859375,202.52468872070312,196.29580688476562,201.0731964111328,13339962
2015-01-20 00:00:00+00:00,201.49607849121094,206.99349975585938,200.89031982421875,206.4220428466797,13361320
2015-01-21 00:00:00+00:00,206.86778259277344,208.33070373535156,203.90762329101562,207.26779174804688,17084297
2015-01-22 00:00:00+00:00,206.90206909179688,207.37066650390625,201.03890991210938,202.01039123535156,23721627
2015-01-23 00:00:00+00:00,203.43902587890625,205.2219696044922,200.4674530029297,202.7304229736328,18080494
2015-01-27 00:00:00+00:00,204.10191345214844,204.9705352783203,201.26748657226562,203.2218780517578,17939876
2015-01-28 00:00:00+00:00,202.54754638671875,207.96498107910156,202.54754638671875,207.2906494140625,19298126
2015-01-29 00:00:00+00:00,207.34779357910156,213.61097717285156,207.3020782470703,212.44520568847656,36117653
2015-01-30 00:00:00+00:00,212.5823516845703,212.8680877685547,207.7821044921875,209.21075439453125,21746801
2015-02-02 00:00:00+00:00,209.39361572265625,210.27366638183594,207.0277862548828,207.56495666503906,19302710
2015-02-03 00:00:00+00:00,208.74215698242188,215.06248474121094,208.74215698242188,214.31959533691406,17092333
2015-02-04 00:00:00+00:00,214.66246032714844,215.73680114746094,211.64517211914062,212.3080596923828,14072894
2015-02-05 00:00:00+00:00,213.953857421875,214.84532165527344,209.7479248046875,211.1422882080078,12365643
2015-02-06 00:00:00+00:00,211.2337188720703,212.5823516845703,206.41061401367188,207.9878387451172,9045844
2015-02-09 00:00:00+00:00,205.99916076660156,209.83935546875,203.8961944580078,204.9705352783203,8839692
2015-02-10 00:00:00+00:00,205.2677001953125,206.75347900390625,196.87869262695312,201.61036682128906,13651008
2015-02-11 00:00:00+00:00,202.52468872070312,206.81063842773438,201.8389434814453,205.88487243652344,9781008
2015-02-12 00:00:00+00:00,207.55352783203125,208.91358947753906,202.8104248046875,207.81639099121094,8709626
2015-02-13 00:00:00+00:00,208.92501831054688,210.47938537597656,207.7935333251953,209.72506713867188,7393680
2015-02-16 00:00:00+00:00,209.99935913085938,211.25657653808594,205.724853515625,206.36489868164062,12266698
2015-02-18 00:00:00+00:00,205.724853515625,207.55352783203125,204.44479370117188,206.10202026367188,9835036
2015-02-19 00:00:00+00:00,207.31350708007812,207.46209716796875,202.87899780273438,206.19345092773438,9550637
2015-02-20 00:00:00+00:00,204.6390838623047,204.81053161621094,199.16452026367188,199.5759735107422,18717199
2015-02-23 00:00:00+00:00,198.85594177246094,200.41030883789062,193.6328125,194.6271514892578,14104463
2015-02-24 00:00:00+00:00,195.26718139648438,195.85006713867188,191.32412719726562,192.34130859375,19946218
2015-02-25 00:00:00+00:00,194.0214080810547,195.781494140625,192.2498779296875,192.7299041748047,15274116
2015-02-26 00:00:00+00:00,193.4042205810547,194.2957000732422,191.23268127441406,192.467041015625,21459750
2015-02-27 00:00:00+00:00,193.7356719970703,196.81011962890625,193.0613555908203,195.5643310546875,18659378
2015-03-02 00:00:00+00:00,198.63877868652344,200.12457275390625,195.5643310546875,197.55300903320312,14579511
2015-03-03 00:00:00+00:00,198.63877868652344,207.19921875,198.27305603027344,205.90773010253906,20636925
2015-03-04 00:00:00+00:00,207.0963592529297,207.93069458007812,201.1646270751953,202.94757080078125,14476047
2015-03-05 00:00:00+00:00,204.01048278808594,205.4391326904297,200.73031616210938,202.28468322753906,10716702
2015-03-09 00:00:00+00:00,202.3189697265625,203.83905029296875,197.5301513671875,198.787353515625,14065391
2015-03-10 00:00:00+00:00,198.62734985351562,200.19314575195312,195.53004455566406,196.38723754882812,15234060
2015-03-11 00:00:00+00:00,196.79869079589844,198.7759246826172,194.84429931640625,195.65577697753906,11635873
2015-03-12 00:00:00+00:00,196.12437438964844,198.27305603027344,195.5757598876953,197.4501495361328,11782380
2015-03-13 00:00:00+00:00,198.63877868652344,198.7759246826172,193.60995483398438,194.3185577392578,12936157
2015-03-16 00:00:00+00:00,194.63858032226562,195.1986083984375,192.0784454345703,192.48989868164062,13839990
2015-03-17 00:00:00+00:00,194.42141723632812,196.5586700439453,192.2384490966797,195.8614959716797,19070082
2015-03-18 00:00:00+00:00,195.89578247070312,199.38168334960938,195.3700408935547,198.55877685546875,9269885
2015-03-19 00:00:00+00:00,200.13600158691406,200.39886474609375,195.23289489746094,195.7014923095703,13934612
2015-03-20 00:00:00+00:00,196.10150146484375,196.8444061279297,193.97567749023438,195.23289489746094,10405717
2015-03-23 00:00:00+00:00,195.781494140625,197.49586486816406,191.5755615234375,192.4556121826172,13251683
2015-03-24 00:00:00+00:00,192.48989868164062,195.2786102294922,192.48989868164062,193.8271026611328,9238431
2015-03-25 00:00:00+00:00,194.06712341308594,194.18141174316406,192.2384490966797,193.1299285888672,10264941
2015-03-26 00:00:00+00:00,192.2613067626953,194.124267578125,188.37539672851562,189.56402587890625,20621346
2015-03-27 00:00:00+00:00,190.61550903320312,190.86695861816406,183.19798278808594,185.5409698486328,23326922
2015-03-30 00:00:00+00:00,186.66102600097656,186.91246032714844,182.05506896972656,185.3238067626953,17330588
2015-03-31 00:00:00+00:00,186.9810333251953,190.38693237304688,186.9810333251953,188.80970764160156,20235395
2015-04-01 00:00:00+00:00,188.55825805664062,191.78128051757812,185.86097717285156,191.10696411132812,14588531
2015-04-06 00:00:00+00:00,191.0955352783203,191.55270385742188,187.7582244873047,188.50111389160156,12334096
2015-04-07 00:00:00+00:00,188.82113647460938,191.11839294433594,188.82113647460938,190.37550354003906,21275454
2015-04-08 00:00:00+00:00,190.52407836914062,198.75306701660156,190.38693237304688,197.93017578125,24821205
2015-04-09 00:00:00+00:00,197.8387451171875,205.49627685546875,196.30723571777344,204.60479736328125,27276420
2015-04-10 00:00:00+00:00,204.5705108642578,207.73638916015625,203.23330688476562,206.7191925048828,25323219
2015-04-13 00:00:00+00:00,207.2792205810547,211.38229370117188,205.4391326904297,210.86798095703125,20177342
2015-04-15 00:00:00+00:00,210.5251007080078,214.77674865722656,207.37066650390625,211.130859375,22231264
2015-04-16 00:00:00+00:00,211.3251495361328,214.41102600097656,210.0679473876953,212.2052001953125,20177302
2015-04-17 00:00:00+00:00,213.7366943359375,215.85108947753906,210.89083862304688,211.86231994628906,23958678
2015-04-20 00:00:00+00:00,214.25100708007812,214.28529357910156,200.81031799316406,202.44468688964844,37628162
2015-04-21 00:00:00+00:00,203.4733123779297,204.6962432861328,199.42739868164062,200.3417205810547,17707007
2015-04-22 00:00:00+00:00,201.58750915527344,202.69613647460938,198.18161010742188,201.09605407714844,14761313
2015-04-23 00:00:00+00:00,202.0332489013672,203.3018798828125,198.65020751953125,200.4788818359375,13337818
2015-04-24 00:00:00+00:00,200.4674530029297,202.17039489746094,198.55877685546875,200.90174865722656,12709854
2015-04-27 00:00:00+00:00,201.1646270751953,202.86756896972656,199.1988067626953,200.078857421875,11042925
2015-04-28 00:00:00+00:00,199.94171142578125,201.61036682128906,196.25009155273438,197.77017211914062,14687371
2015-04-29 00:00:00+00:00,197.0386962890625,198.9930877685547,193.70138549804688,194.2957000732422,16387960
2015-04-30 00:00:00+00:00,194.2957000732422,197.93017578125,193.8271026611328,197.1186981201172,34802149
2015-05-04 00:00:00+00:00,197.99874877929688,204.33050537109375,196.69583129882812,203.65618896484375,15078502
2015-05-05 00:00:00+00:00,204.2847900390625,206.1363067626953,202.3189697265625,203.93048095703125,17846755
2015-05-06 00:00:00+00:00,203.43902587890625,204.98196411132812,199.32452392578125,201.21034240722656,22438208
2015-05-07 00:00:00+00:00,200.01028442382812,200.79888916015625,196.58152770996094,199.03880310058594,16735535
2015-05-08 00:00:00+00:00,199.095947265625,204.2962188720703,196.83297729492188,203.37045288085938,17104443
2015-05-11 00:00:00+00:00,204.09048461914062,205.59913635253906,201.9303741455078,204.79910278320312,14214007
2015-05-12 00:00:00+00:00,204.55908203125,204.55908203125,197.7587432861328,198.57020568847656,16650201
2015-05-13 00:00:00+00:00,199.63311767578125,203.1304473876953,195.94149780273438,202.3189697265625,16701434
2015-05-14 00:00:00+00:00,202.52468872070312,202.57041931152344,198.93594360351562,200.7417449951172,12329713
2015-05-15 00:00:00+00:00,201.58750915527344,202.74185180664062,198.89022827148438,199.770263671875,8331715
2015-05-18 00:00:00+00:00,199.9874267578125,204.35336303710938,199.37025451660156,203.7933349609375,9847540
2015-05-19 00:00:00+00:00,203.72476196289062,206.81063842773438,202.66184997558594,204.70767211914062,14513036
2015-05-20 00:00:00+00:00,205.81629943847656,208.23927307128906,205.19911193847656,207.74781799316406,8708891
2015-05-21 00:00:00+00:00,208.29641723632812,209.2450408935547,204.376220703125,204.98196411132812,10759523
